Hour,P_PV_to_Load,P_PV_to_BESS,P_PV_curtailment,P_PV_to_Grid,P_BESS_to_Load,P_BESS_to_Grid,P_Grid_to_Load,P_Grid_to_BESS,SoC,sum_power_flows
0,0.0,0.0,0.0,0.0,0.0,0.0,1020.0,0.0,36000.0,1020.0
1,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,0.0,36000.0,1008.0
2,0.0,0.0,0.0,0.0,0.0,0.0,1086.0,0.0,36000.0,1086.0
3,0.0,0.0,0.0,0.0,0.0,0.0,1128.0,0.0,36000.0,1128.0
4,0.0,0.0,0.0,0.0,0.0,0.0,1032.0,0.0,36000.0,1032.0
5,0.0,0.0,0.0,0.0,0.0,0.0,1014.0,0.0,36000.0,1014.0
6,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,0.0,36000.0,1008.0
7,0.0,0.0,0.0,0.0,747.885542815715,0.0,347.568982530006,0.0,35196.8583088319,1095.4545253457209
8,0.0,0.0,0.0,0.0,0.0,0.0,1104.0,0.0,35196.8583088319,1104.0
9,0.0,0.0,0.0,0.0,0.0,0.0,1056.0,0.0,35196.8583088319,1056.0
10,3.283077,0.0,0.0,0.0,0.0,0.0,1046.81541531,0.0,35196.8583088319,1050.09849231
11,0.0,0.0,0.0,0.0,0.0,0.0,1050.0,0.0,35196.8583088319,1050.0
12,4.544043,0.0,0.0,0.0,0.0,0.0,1093.59227829,0.0,35196.8583088319,1098.13632129
13,7.689507,0.0,0.0,0.0,0.0,0.0,1102.54117821,0.0,35196.8583088319,1110.23068521
14,2.504922,0.0,0.0,0.0,0.0,0.0,1095.57022566,0.0,35196.8583088319,1098.07514766
15,0.0,0.0,0.0,0.0,0.0,0.0,1128.0,0.0,35196.8583088319,1128.0
16,0.0,0.0,0.0,0.0,0.0,0.0,1194.0,0.0,35196.8583088319,1194.0
17,0.0,0.0,0.0,0.0,0.0,0.0,1158.0,0.0,35196.8583088319,1158.0
18,0.0,0.0,0.0,0.0,0.0,0.0,1368.0,0.0,35196.8583088319,1368.0
19,0.0,0.0,0.0,0.0,0.0,0.0,1446.0,0.0,35196.8583088319,1446.0
20,0.0,0.0,0.0,0.0,0.0,0.0,1446.0,0.0,35196.8583088319,1446.0
21,0.0,0.0,0.0,0.0,0.0,0.0,1464.0,0.0,35196.8583088319,1464.0
22,0.0,0.0,0.0,0.0,0.0,0.0,1524.0,0.0,35196.8583088319,1524.0
23,0.0,0.0,0.0,0.0,0.0,0.0,1488.0,0.0,35196.8583088319,1488.0
24,0.0,0.0,0.0,0.0,0.0,0.0,1536.0,0.0,35196.8583088319,1536.0
25,0.0,0.0,0.0,0.0,0.0,0.0,1548.0,0.0,35196.8583088319,1548.0
26,0.0,0.0,0.0,0.0,0.0,0.0,1518.0,0.0,35196.8583088319,1518.0
27,0.0,0.0,0.0,0.0,0.0,0.0,1584.0,0.0,35196.8583088319,1584.0
28,0.0,0.0,0.0,0.0,0.0,0.0,1578.0,0.0,35196.8583088319,1578.0
29,0.0,0.0,0.0,0.0,0.0,0.0,1572.0,0.0,35196.8583088319,1572.0
30,0.0,0.0,0.0,0.0,1817.01030927835,0.0,0.0,0.0,33245.6015334041,1817.01030927835
31,0.0,0.0,0.0,0.0,1939.43298969072,0.0,0.0,0.0,31162.8771028943,1939.43298969072
32,0.0,0.0,0.0,0.0,1900.77319587629,0.0,0.0,0.0,29121.6687739894,1900.77319587629
33,4.573233,0.0,0.0,0.0,1896.00941150129,0.0,0.0,0.0,27085.5761929098,1900.58264450129
34,12.578433,0.0,0.0,0.0,1861.897465625,0.0,0.0,0.0,25086.1158561132,1874.475898625
35,45.61788,0.0,0.0,0.0,1801.70817912371,0.0,0.0,0.0,23151.2917805938,1847.32605912371
36,33.14199,0.0,0.0,0.0,1827.59049581186,0.0,0.0,0.0,21188.673121002,1860.73248581186
37,7.071267,0.0,0.0,0.0,1803.20110718428,0.0,0.0,0.0,19252.245815177,1810.27237418428
38,7.314048,0.0,0.0,0.0,1867.3812,0.0,0.0,0.0,17246.8965883728,1874.695248
39,0.0,0.0,0.0,0.0,1849.22680412371,0.0,0.0,0.0,15261.0430616077,1849.22680412371
40,0.0,0.0,0.0,0.0,1920.10309278351,0.0,0.0,0.0,13199.0766819003,1920.10309278351
41,0.0,0.0,0.0,0.0,1920.10309278351,0.0,0.0,0.0,11137.1103021929,1920.10309278351
42,0.0,0.0,0.0,0.0,1829.8969072165,0.0,0.0,0.0,9172.01482623021,1829.8969072165
43,0.0,0.0,0.0,0.0,0.0,0.0,1656.0,0.0,9172.01482623021,1656.0
44,0.0,0.0,0.0,0.0,1836.34020618557,0.0,0.0,0.0,7200.0,1836.34020618557
45,0.0,0.0,0.0,0.0,0.0,0.0,1674.0,0.0,7200.0,1674.0
46,0.0,0.0,0.0,0.0,0.0,0.0,1626.0,0.0,7200.0,1626.0
47,0.0,0.0,0.0,0.0,0.0,0.0,1620.0,0.0,7200.0,1620.0
48,0.0,0.0,0.0,0.0,0.0,0.0,1590.0,0.0,7200.0,1590.0
49,0.0,0.0,0.0,0.0,0.0,0.0,1578.0,0.0,7200.0,1578.0
50,0.0,0.0,0.0,0.0,0.0,0.0,1578.0,0.0,7200.0,1578.0
51,0.0,0.0,0.0,0.0,0.0,0.0,1596.0,0.0,7200.0,1596.0
52,0.0,0.0,0.0,0.0,0.0,0.0,1578.0,0.0,7200.0,1578.0
53,0.0,0.0,0.0,0.0,0.0,0.0,1602.0,0.0,7200.0,1602.0
54,0.0,0.0,0.0,0.0,0.0,0.0,1542.0,0.0,7200.0,1542.0
55,0.0,0.0,0.0,0.0,0.0,0.0,1644.0,0.0,7200.0,1644.0
56,0.0,0.0,0.0,0.0,0.0,0.0,1842.0,0.0,7200.0,1842.0
57,0.6968241,0.0,0.0,0.0,0.0,0.0,1793.324080623,0.0,7200.0,1794.020904723
