Hour,P_PV_to_Load,P_PV_to_BESS,P_PV_curtailment,P_PV_to_Grid,P_BESS_to_Load,P_BESS_to_Grid,P_Grid_to_Load,P_Grid_to_BESS,SoC,sum_power_flows
0,0.0,0.0,0.0,0.0,0.0,0.0,1020.0,0.0,36000.0,1020.0
1,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,0.0,36000.0,1008.0
2,0.0,0.0,0.0,0.0,0.0,0.0,1086.0,0.0,36000.0,1086.0
3,0.0,0.0,0.0,0.0,0.0,0.0,1128.0,0.0,36000.0,1128.0
4,0.0,0.0,0.0,0.0,0.0,0.0,1032.0,0.0,36000.0,1032.0
5,0.0,0.0,0.0,0.0,0.0,0.0,1014.0,0.0,36000.0,1014.0
6,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,0.0,36000.0,1008.0
7,0.0,0.0,0.0,0.0,0.0,0.0,1044.0,0.0,36000.0,1044.0
8,0.0,0.0,0.0,0.0,0.0,0.0,1104.0,0.0,36000.0,1104.0
9,0.0,0.0,0.0,0.0,0.0,0.0,1056.0,0.0,36000.0,1056.0
10,3.283077,0.0,0.0,0.0,0.0,0.0,1046.81541531,0.0,36000.0,1050.09849231
11,0.0,0.0,0.0,0.0,0.0,0.0,1050.0,0.0,36000.0,1050.0
12,4.544043,0.0,0.0,0.0,0.0,0.0,1093.59227829,0.0,36000.0,1098.13632129
13,7.689507,0.0,0.0,0.0,0.0,0.0,1102.54117821,0.0,36000.0,1110.23068521
14,2.504922,0.0,0.0,0.0,0.0,0.0,1095.57022566,0.0,36000.0,1098.07514766
15,0.0,0.0,0.0,0.0,1211.34020618557,0.0,0.0,0.0,34699.1621497148,1211.34020618557
16,0.0,0.0,0.0,0.0,1282.21649484536,0.0,0.0,0.0,33322.2114464874,1282.21649484536
17,0.0,0.0,0.0,0.0,1243.55670103093,0.0,0.0,0.0,31986.7768448648,1243.55670103093
18,0.0,0.0,0.0,0.0,1469.07216494845,0.0,0.0,0.0,30409.1649838807,1469.07216494845
19,0.0,0.0,0.0,0.0,1552.83505154639,0.0,0.0,0.0,28741.6015694193,1552.83505154639
20,0.0,0.0,0.0,0.0,0.0,0.0,1446.0,0.0,28741.6015694193,1446.0
21,0.0,0.0,0.0,0.0,0.0,0.0,1464.0,0.0,28741.6015694193,1464.0
22,0.0,0.0,0.0,0.0,0.0,0.0,1524.0,0.0,28741.6015694193,1524.0
23,0.0,0.0,0.0,0.0,0.0,0.0,1488.0,0.0,28741.6015694193,1488.0
24,0.0,0.0,0.0,0.0,0.0,0.0,1536.0,0.0,28741.6015694193,1536.0
25,0.0,0.0,0.0,0.0,0.0,0.0,1548.0,0.0,28741.6015694193,1548.0
26,0.0,0.0,0.0,0.0,0.0,0.0,1518.0,0.0,28741.6015694193,1518.0
27,0.0,0.0,0.0,0.0,0.0,0.0,1584.0,0.0,28741.6015694193,1584.0
28,0.0,0.0,0.0,0.0,0.0,0.0,1578.0,0.0,28741.6015694193,1578.0
29,0.0,0.0,0.0,0.0,0.0,0.0,1572.0,0.0,28741.6015694193,1572.0
30,0.0,0.0,0.0,0.0,0.0,0.0,1692.0,0.0,28741.6015694193,1692.0
31,0.0,0.0,0.0,0.0,0.0,0.0,1806.0,0.0,28741.6015694193,1806.0
32,0.0,0.0,0.0,0.0,1600.08052132731,0.0,280.005018540013,0.0,27023.3020405026,1880.085539867323
33,4.573233,0.0,0.0,0.0,0.0,0.0,1765.56396399,0.0,27023.3020405026,1770.13719699
34,12.578433,0.0,0.0,0.0,1861.897465625,0.0,0.0,0.0,25023.841703706,1874.475898625
35,45.61788,0.0,0.0,0.0,1801.70817912371,0.0,0.0,0.0,23089.0176281865,1847.32605912371
36,33.14199,0.0,0.0,0.0,1827.59049581186,0.0,0.0,0.0,21126.3989685947,1860.73248581186
37,7.071267,0.0,0.0,0.0,1803.20110718428,0.0,0.0,0.0,19189.9716627697,1810.27237418428
38,7.314048,0.0,0.0,0.0,1867.3812,0.0,0.0,0.0,17184.6224359656,1874.695248
39,0.0,0.0,0.0,0.0,1849.22680412371,0.0,0.0,0.0,15198.7689092004,1849.22680412371
40,0.0,0.0,0.0,0.0,1920.10309278351,0.0,0.0,0.0,13136.802529493,1920.10309278351
41,0.0,0.0,0.0,0.0,1920.10309278351,0.0,0.0,0.0,11074.8361497857,1920.10309278351
42,0.0,0.0,0.0,0.0,1829.8969072165,0.0,0.0,0.0,9109.74067382294,1829.8969072165
43,0.0,0.0,0.0,0.0,1778.35051546392,0.0,0.0,0.0,7200.0,1778.35051546392
44,0.0,0.0,0.0,0.0,0.0,0.0,1710.0,0.0,7200.0,1710.0
45,0.0,0.0,0.0,0.0,0.0,0.0,1674.0,0.0,7200.0,1674.0
46,0.0,0.0,0.0,0.0,0.0,0.0,1626.0,0.0,7200.0,1626.0
47,0.0,0.0,0.0,0.0,0.0,0.0,1620.0,0.0,7200.0,1620.0
48,0.0,0.0,0.0,0.0,0.0,0.0,1590.0,0.0,7200.0,1590.0
49,0.0,0.0,0.0,0.0,0.0,0.0,1578.0,0.0,7200.0,1578.0
50,0.0,0.0,0.0,0.0,0.0,0.0,1578.0,0.0,7200.0,1578.0
51,0.0,0.0,0.0,0.0,0.0,0.0,1596.0,18000.0,24310.8,1596.0
52,0.0,0.0,0.0,0.0,0.0,0.0,1578.0,18000.0,41421.6,1578.0
53,0.0,0.0,0.0,0.0,0.0,0.0,1602.0,7608.7985609977,48654.5239120844,1602.0
54,0.0,0.0,0.0,0.0,0.0,0.0,1542.0,0.0,48654.5239120844,1542.0
55,0.0,0.0,0.0,0.0,0.0,0.0,1644.0,0.0,48654.5239120844,1644.0
56,0.0,0.0,0.0,0.0,0.0,0.0,1842.0,0.0,48654.5239120844,1842.0
57,0.6968241,0.0,0.0,0.0,0.0,0.0,1793.324080623,0.0,48654.5239120844,1794.020904723
